type	latitude	longitude	altitude (m)	name
T	-4.992781010	39.015130800	93.3	
T	-6.470214050	35.923820830	995.2	
T	-10.643978560	39.256844150	562.0	
T	-3.402345730	36.951252570	1051.3	
T	-10.818366680	35.734988790	805.5	
T	-8.872993060	34.768330780	1563.2	
T	-1.560007500	31.245697570	1301.4	
T	-6.278376230	36.119629690	938.7	
T	-4.663323900	34.593115030	1461.0	
T	-8.580962750	35.146870240	1912.1	
T	-4.126858320	37.855329030	1072.5	
T	-10.729814190	39.720075080	260.1	
T	-2.047502730	33.535101460	1150.1	
T	-6.636504770	38.361847060	210.1	
T	-3.193140660	37.056759720	1303.3	
T	-3.018873360	33.455047880	1228.4	
T	-6.374225850	37.318712320	467.5	
T	-3.523724390	37.550839680	707.4	
T	-6.369938070	31.230854430	1120.8	
T	-3.256183330	37.528194550	1745.0	
T	-6.218266950	35.987863760	1043.0	
T	-9.075474390	33.568822160	1869.7	
T	-3.730475100	32.975596260	1177.3	
T	-6.064215700	36.960777790	1101.0	
T	-2.726815530	33.615638560	1225.4	
T	-8.983525930	32.911358790	1608.7	
T	-9.971888840	34.618894130	1399.0	
T	-6.132343900	36.184090240	902.1	
T	-3.624554430	30.681261440	1422.2	
T	-3.687050440	34.222280170	1117.7	
T	-1.689481520	30.993776220	1343.4	
T	-1.442344820	31.169356680	1234.7	
T	-3.978509360	32.523310560	1229.1	
T	-2.494545590	32.993682700	1257.9	
T	-7.411761890	35.789664510	1270.3	
T	-3.316094000	36.896740750	1342.7	
T	-8.987576380	34.585504670	1526.6	
T	-8.978882730	33.944582600	2186.6	
T	-4.106382900	35.579552330	1795.7	
T	-3.388855430	36.918143740	1179.6	
T	-8.522750370	39.173456040	78.0	
T	-3.230456930	37.210215620	1325.7	
T	-9.178204160	39.364727220	99.5	
T	-6.258973670	36.861055760	1367.5	
T	-4.819682590	34.721866100	1512.3	
T	-7.073306770	39.533038450	25.3	
T	-9.390804940	34.231663940	2041.8	
T	-4.479986620	30.274162390	1361.0	
T	-9.909193640	34.723934540	1572.8	
T	-3.606170000	30.462076280	1196.4	
T	-4.049683100	32.632611710	1232.6	
T	-5.885572341	35.149669124	843.0	
T	-3.307853550	32.404980820	1251.9	
T	-3.255591680	37.664490650	1077.9	
T	-8.909627850	32.875837030	1527.3	
T	-7.426561230	39.083921720	84.7	
T	-4.908008650	34.805025710	1641.0	
T	-6.125854920	38.298477630	338.0	
T	-3.808460980	35.564001120	1709.0	
T	-4.827388480	34.784319570	1532.6	
T	-2.900941210	34.116195140	1341.5	
T	-6.020739980	37.204251350	968.8	
T	-2.533988260	33.556497390	1161.3	
T	-4.771173590	32.879496900	1190.7	
T	-7.399032600	36.993648370	522.1	
T	-9.418355430	33.929414910	520.6	
T	-2.588900860	36.808337790	1271.4	
T	-8.154145940	35.658079830	1936.7	
T	-5.722394860	32.778555880	1143.5	
T	-3.794343010	37.688479190	859.3	
T	-9.333675370	34.702163480	2021.8	
T	-6.460061780	38.325342290	263.3	
T	-10.033940280	39.522486490	116.4	
T	-4.643854160	38.075274520	455.9	
T	-11.092436660	34.643423480	493.7	
T	-6.688387690	39.139902490	105.3	
T	-10.751993480	38.530772050	305.5	
T	-3.350270310	36.716720520	1581.8	
T	-3.239643760	37.268243330	1311.0	
T	-2.547385020	30.681616590	1505.0	
T	-2.921244270	37.066560600	1737.2	
T	-9.545933150	33.455822420	1438.5	
T	-3.322296330	37.451263110	1377.8	
T	-6.459411050	38.330887070	272.2	
T	-7.840630520	38.425923320	57.1	
T	-10.606405720	35.462692650	1034.0	
T	-9.060395070	34.460958140	1590.2	
T	-3.337902880	36.647977760	1510.3	
T	-3.428656250	37.514226000	755.3	
T	-1.671458010	34.313397850	1242.2	
T	-7.259525440	30.561238020	794.0	
T	-8.914618250	36.826583790	359.3	
T	-4.640323200	38.489328170	1253.7	
T	-8.718882210	34.222158070	1051.3	
T	-7.944674230	35.245542120	1575.1	
T	-4.235102390	33.898685420	1082.8	
T	-3.109669350	37.632196970	1292.6	
T	-6.088708340	37.160021730	880.1	
T	-2.957145220	34.398348410	1421.4	
T	-8.567401830	34.849500100	1384.4	
T	-3.369638130	36.846411490	1189.7	
T	-7.650876480	35.843168200	1405.0	
T	-10.586697570	35.769051930	1079.7	
T	-3.352650380	37.445387780	1008.7	
T	-11.400690260	36.429981050	657.2	
T	-2.640455100	32.755032590	1211.7	
T	-3.615669570	37.669342280	1379.7	
T	-5.885572341	35.149669124	843.0	
T	-9.047980500	33.169304950	1678.3	
T	-8.912493710	32.103230340	1489.9	
T	-4.497003030	30.206032800	1327.8	
T	-6.916892830	37.435604870	501.5	
T	-4.561281900	34.798198050	1526.8	
T	-1.368540490	34.417207330	1634.4	
T	-8.283392520	35.858322170	1799.3	
T	-7.722096630	39.853025340	8.4	
T	-3.400201040	37.405413130	751.8	
T	-5.885572341	35.149669124	843.0	
T	-3.265431950	33.524933640	1241.6	
T	-3.319422380	36.830015790	1575.0	
T	-4.450503430	30.099849200	1575.6	
T	-3.145163000	37.124005030	1677.5	
T	-11.309931030	36.962840390	741.9	
T	-1.216804480	31.627153490	1197.3	
T	-1.689841370	34.296358630	1271.9	
T	-1.790049310	31.161178270	1524.0	
T	-5.180887110	38.819222060	222.9	
T	-4.506580470	30.034874650	1711.5	
T	-4.970546540	36.128126280	1375.9	
T	-3.219881150	36.645086210	1968.1	
T	-11.503950390	37.362933920	400.4	
T	-3.461113850	35.741509060	1300.8	
T	-3.905518080	33.252050520	1098.9	
T	-8.805010220	34.753319980	1437.0	
T	-10.678581950	36.052837530	844.2	
T	-8.734549820	34.896068490	1666.3	
T	-3.340790110	36.914634390	1296.2	
T	-9.270664390	34.012805080	2208.4	
T	-8.819816160	32.871694210	1537.6	
T	-4.452089810	34.881050410	1569.0	
T	-8.691534390	34.999405420	1616.3	
T	-2.960246310	34.209509130	1368.4	
T	-5.885572341	35.149669124	843.0	
T	-3.450039150	33.514202310	1177.9	
T	-4.011778350	33.192392800	1129.9	
T	-4.220089170	35.595362480	1629.3	
T	-4.688022710	34.911009050	1605.5	
T	-2.847305820	37.121834240	1562.4	
T	-2.038577160	33.007041530	1269.6	
T	-6.608250250	38.797163150	75.0	
T	-3.568140770	30.724965050	1399.3	
T	-3.346759560	36.776472100	1479.8	
T	-2.942277770	33.603571840	1277.4	
T	-10.582868940	38.605836160	439.5	
T	-3.194249760	37.063638560	1279.2	
T	-8.721460120	36.712360590	962.4	
T	-5.542061800	34.668320730	1393.1	
T	-4.796831590	38.218281880	540.5	
T	-8.871437970	32.770549070	1564.1	
T	-9.088620630	36.011325330	325.8	
T	-3.164804210	37.124756040	1577.0	
T	-9.074864370	33.566407370	1861.2	
T	-1.936027970	32.908858610	1187.2	
T	-4.584163330	34.993076550	1694.1	
T	-9.429881820	33.978967400	555.2	
T	-7.124007530	38.213559450	179.7	
T	-8.670684930	34.301637640	1053.6	
T	-3.743777620	33.287114910	1197.9	
T	-5.885572341	35.149669124	843.0	
T	-3.284483970	37.253612320	1074.9	
T	-6.632393580	38.331435900	214.2	
T	-7.859875040	31.175060220	1706.7	
T	-7.043803660	30.552813610	786.2	
T	-10.631321500	38.911433060	400.8	
T	-3.376754070	35.887262730	975.6	
T	-10.225561360	39.741302930	159.8	
T	-5.589842060	38.512079750	354.6	
T	-7.698116510	38.956052690	161.9	
T	-9.535802070	33.689555060	587.7	
T	-3.247615070	37.030831050	1222.7	
T	-2.571345710	32.718579480	1168.8	
T	-5.885572341	35.149669124	843.0	
T	-3.433298320	32.400056000	1232.9	
T	-5.447030410	36.036263170	1235.1	
T	-1.838083210	34.642469690	1593.4	
T	-10.748179810	38.680426630	406.5	
T	-2.663984070	33.123352440	1227.8	
T	-7.356830150	38.906638070	139.7	
T	-3.163478480	37.622356070	1309.4	
T	-6.436153100	37.528672080	358.7	
T	-6.046273240	36.136010070	969.6	
T	-1.201794640	31.594244950	1149.9	
T	-3.470684310	37.545206320	722.3	
T	-3.030438260	34.060420000	1321.5	
T	-7.983105780	31.539761170	1863.8	
T	-5.885572341	35.149669124	843.0	
T	-6.460817630	37.552203130	365.0	
T	-4.277210970	33.877913110	1085.0	
T	-5.942157820	36.920065850	1207.8	
T	-3.690234950	33.332340190	1200.9	
T	-8.193789470	36.250844190	284.5	
T	-3.177937410	36.863450190	1447.3	
T	-5.141520500	34.969328780	1548.4	
T	-3.368034870	36.790662080	1306.2	
T	-3.318313100	36.828463270	1613.5	
T	-9.068484470	35.252802280	1160.8	
T	-8.980682490	34.478544030	1469.6	
T	-2.710557910	33.698770220	1212.6	
T	-3.388159370	36.766872970	1280.9	
T	-8.799560530	36.832210310	339.3	
T	-9.271759960	32.696362810	1687.4	
T	-10.583219800	38.608575650	444.5	
T	-1.613676320	34.022187070	1281.3	
T	-7.031411350	39.413127270	45.4	
T	-3.925896630	37.748139260	1247.5	
T	-10.330870680	38.999724190	365.2	
T	-3.366679170	36.751576760	1410.1	
T	-9.206872560	33.823990020	1620.8	
T	-7.398872420	35.917728330	1115.1	
T	-1.784296600	31.538539700	1569.9	
T	-9.835509330	35.277220950	1324.6	
T	-3.469796180	36.777352680	1061.3	
T	-10.646852030	35.396428970	975.8	
T	-8.516319490	39.124808860	120.8	
T	-8.889664100	33.336478290	1484.5	
T	-5.885572341	35.149669124	843.0	
T	-3.542998720	34.027836420	1164.7	
T	-5.006573450	38.367298700	1033.5	
T	-1.379941870	31.156491220	1234.7	
T	-4.619466400	38.298877350	1696.3	
T	-6.138269700	37.613408190	374.2	
T	-3.651763370	37.627454500	1139.9	
T	-4.897518880	29.740791830	810.7	
T	-10.749988700	39.634579370	284.4	
T	-4.429691960	29.838600290	1596.4	
T	-8.931082440	33.553080630	1879.4	
T	-6.741442520	30.405211770	779.3	
T	-3.832937910	36.718956020	1110.5	
T	-4.690914500	34.875825620	1609.2	
T	-7.910836200	31.625793780	1870.6	
T	-4.505693130	30.113964540	1269.5	
T	-3.212451510	37.269764820	1456.1	
T	-4.786012830	34.822903400	1519.7	
T	-4.669415500	38.255271140	1829.2	
T	-8.980095120	33.212942260	1287.0	
T	-2.964259480	30.835704870	1374.0	
T	-4.984261090	38.113577510	484.6	
T	-3.656714470	32.095515450	1149.2	
T	-9.030110640	34.925181750	1717.5	
T	-9.350199570	34.054898280	2008.6	
T	-10.151109550	39.574572030	77.2	
T	-9.780045970	35.211079050	1299.5	
T	-3.159751880	33.351427440	1207.0	
T	-7.424156990	31.371204490	891.3	
T	-5.461188850	37.375658560	1351.9	
T	-3.566514770	34.064205820	1144.9	
T	-6.821349540	30.439508910	777.4	
T	-8.447108430	32.480144010	876.2	
T	-10.301379850	39.363216550	137.6	
T	-8.956363980	34.881224950	1709.6	
T	-2.973296050	34.259837420	1378.8	
T	-3.348838610	36.943595760	1372.6	
T	-4.437604030	35.550843690	1583.3	
T	-4.425399510	37.900171980	1026.1	
T	-5.714982990	30.477787220	1385.0	
T	-3.407433480	37.298380650	762.2	
T	-4.227119450	35.010619890	1626.3	
T	-3.423274750	33.809909750	1193.1	
T	-8.069723480	31.935945380	847.7	
T	-10.286689650	39.984373380	36.7	
T	-3.641079630	34.408942690	1160.7	
T	-6.518615110	38.309353640	325.7	
T	-3.277285590	30.969177320	1247.0	
T	-5.788897410	32.730957450	1144.4	
T	-11.288575150	34.807547000	516.5	
T	-7.103858960	31.233745790	933.7	
T	-3.919581680	32.380116560	1243.9	
T	-3.695318520	37.677108770	1374.5	
T	-5.885572341	35.149669124	843.0	
T	-3.247854700	37.603190860	1502.1	
T	-8.800255900	34.140676440	1060.8	
T	-8.873153070	34.954550570	1611.6	
T	-4.506066150	38.082080230	494.3	
T	-8.262607510	36.682268750	267.4	
T	-9.291938190	33.843370850	1135.3	
T	-9.641105310	34.780602470	1889.5	
T	-3.267172690	32.045457390	1226.7	
T	-8.138092290	36.672313760	264.9	
T	-4.582916710	30.177827460	1200.8	
T	-5.337436110	34.777045410	1386.5	
T	-4.896791110	38.832041500	180.2	
T	-2.941523860	32.942267760	1218.2	
T	-5.394113070	34.759295720	1434.3	
T	-3.229241290	37.204312440	1335.5	
T	-5.219140490	36.480127540	1558.2	
T	-5.048133890	32.409284460	1139.6	
T	-10.828017440	35.742827320	762.7	
T	-6.207681770	35.681826060	1146.2	
T	-4.032467840	33.091170230	1133.7	
T	-9.881776940	35.091214960	1089.7	
T	-4.840223010	29.961606600	1103.4	
T	-9.423963250	33.075893610	1347.4	
T	-2.525332140	33.055349190	1229.7	
T	-4.808725370	29.735239580	976.7	
T	-3.329864600	33.099984000	1178.0	
T	-2.533526740	31.698846710	1157.4	
T	-3.373186720	36.671054010	1386.0	
T	-1.661364160	33.893527520	1316.2	
T	-6.880453470	37.882682220	340.0	
T	-9.129800920	34.800636270	1876.5	
T	-3.740556660	33.688274110	1099.6	
T	-8.519896250	33.007881790	823.2	
T	-1.388074210	34.582965850	1638.3	
T	-5.168225580	36.302964530	1324.7	
T	-10.811891510	38.971926080	327.1	
T	-3.243365550	37.616010590	1396.3	
T	-10.772066980	39.292870310	620.7	
T	-9.764827090	34.525799730	1736.1	
T	-9.314662240	34.456375350	2219.4	
T	-5.441009220	38.884776850	110.4	
T	-3.293153160	37.560414850	1351.5	
T	-6.945432620	39.103153090	93.7	
T	-4.774132860	30.038043510	1266.0	
T	-4.062329510	32.347595220	1192.0	
T	-9.032612100	32.848675200	1550.0	
T	-7.929874020	35.573210850	1624.4	
T	-4.152338100	30.115653600	1195.1	
T	-8.459287360	35.035161290	1848.0	
T	-9.592057230	33.787054340	520.0	
T	-6.481413570	35.956811170	1022.3	
T	-11.176920040	34.908949500	1465.8	
T	-5.885572341	35.149669124	843.0	
T	-5.645433560	34.526723790	1317.1	
T	-9.107219800	34.806837390	1830.4	
T	-10.621322150	38.700157440	379.7	
T	-9.563407630	34.341702060	2025.6	
T	-9.476117900	34.776503640	2140.4	
T	-3.499453070	37.558945910	712.0	
T	-9.325744070	33.072986680	1431.3	
T	-3.372384670	36.911545870	1225.7	
T	-6.638522790	38.348779420	215.9	
T	-7.740881820	31.157623910	1687.0	
T	-3.012468820	34.306153510	1387.8	
T	-8.801677630	34.222417850	1118.0	
T	-10.744783010	38.684705020	407.2	
T	-8.330834330	34.704700170	1093.6	
T	-4.758153540	29.739146960	967.8	
T	-9.547829920	33.889479490	492.1	
T	-6.959873600	36.257409840	750.2	
T	-1.680654040	30.983022580	1429.9	
T	-5.579289040	30.403179410	1338.5	
T	-10.434460400	39.796552040	292.4	
T	-4.261004890	38.007295340	1276.6	
T	-5.885572341	35.149669124	843.0	
T	-3.858356760	35.397929120	1683.8	
T	-7.770699420	35.495034240	1496.7	
T	-9.318192260	34.140345070	2336.9	
T	-6.917077520	37.563030300	548.3	
T	-7.442827940	36.918096040	670.0	
T	-2.519426520	36.453998680	1734.8	
T	-11.319474690	35.053562600	1192.9	
T	-3.435044300	36.762259340	1235.4	
T	-6.897755280	39.124188500	133.4	
T	-7.990532050	35.455913380	1764.8	
T	-6.044955040	37.023308430	1026.3	
T	-3.650355550	32.008077790	1159.8	
T	-3.309227590	37.530909720	1219.4	
T	-8.735450690	33.703914000	1125.0	
T	-8.929222400	35.813716440	302.1	
T	-6.518382920	37.215450380	449.6	
T	-5.885572341	35.149669124	843.0	
T	-10.276590000	39.407030540	144.2	
T	-5.885572341	35.149669124	843.0	
T	-8.143206790	36.670608120	261.2	
T	-3.138816440	36.870243270	1406.5	
T	-3.748778850	33.326556900	1174.7	
T	-5.627358920	38.882704900	28.3	
T	-2.874117290	33.284046950	1176.6	
T	-3.317356460	36.889023610	1366.7	
T	-3.188357680	33.349835390	1213.6	
T	-3.038940550	33.498543290	1267.6	
T	-6.530739860	37.080159290	646.2	
T	-2.503302970	35.603827070	1204.9	
T	-3.305308490	37.466429870	1551.3	
T	-8.376268350	35.054736560	1893.5	
T	-3.747459410	33.251115680	1204.7	
T	-5.885572341	35.149669124	843.0	
T	-4.332582780	30.017098180	1332.3	
T	-6.347599010	36.454885710	989.6	
T	-5.180985180	38.800409290	211.3	
T	-3.909078080	33.110830150	1149.0	
T	-11.014813020	34.890838190	1738.5	
T	-6.776523540	37.133381210	438.4	
T	-3.773962210	33.312625570	1175.4	
T	-6.492388020	39.007256020	18.5	
T	-3.534309090	32.416372600	1222.2	
T	-3.149712920	36.747615980	1826.5	
T	-4.637079500	38.479816450	1273.6	
T	-4.048565510	34.452159660	1065.1	
T	-4.841892050	39.055600390	92.6	
T	-3.236112140	37.033847870	1237.0	
T	-4.710824850	30.056759520	1253.4	
T	-8.620446630	39.293728410	34.1	
T	-8.470746600	31.678384510	1829.5	
T	-9.980845300	38.842687860	238.4	
T	-2.740634360	33.618290290	1209.2	
T	-6.908384890	39.177446510	54.9	
T	-3.248533920	37.601232140	1571.2	
T	-10.646737230	39.334323540	463.2	
T	-4.331885860	38.015026390	1281.7	
T	-4.734648620	34.668727610	1458.6	
T	-1.604567370	30.933538770	1350.0	
T	-4.608763530	34.658336570	1402.5	
T	-7.675385230	35.601083850	1396.9	
T	-8.950497810	34.990961620	1630.3	
T	-5.084752400	38.801542480	192.5	
T	-4.615647790	35.828778200	1199.1	
T	-1.918657290	34.617762210	1574.0	
T	-4.622875410	30.209220290	1171.5	
T	-9.324449710	34.694663370	2039.1	
T	-1.968876340	34.330868320	1256.7	
T	-2.487959390	30.558636640	1363.9	
T	-4.442503020	29.920717670	1447.9	
T	-7.451562240	35.480019350	765.9	
T	-3.428584070	36.559840570	1332.2	
T	-7.000401830	39.215654710	78.7	
T	-2.107774540	33.207951740	1139.6	
T	-4.820671370	34.585562730	1524.1	
T	-8.718305960	33.859715090	1083.0	
T	-5.885572341	35.149669124	843.0	
T	-3.394225410	37.406758430	758.0	
T	-10.873784170	39.602490240	287.0	
T	-6.895977870	39.166871280	70.4	
T	-9.549653400	34.638510460	2210.3	
T	-5.885572341	35.149669124	843.0	
T	-10.721394120	35.377797180	980.4	
T	-9.810981520	34.699640190	1447.8	
T	-1.769596750	34.136675410	1310.6	
T	-2.731660600	33.625602260	1213.6	
T	-1.798836710	34.806992610	1667.9	
T	-4.635490200	36.670912560	1230.2	
T	-2.545244230	30.685667030	1515.1	
T	-9.515943730	33.783953960	525.7	
T	-4.494459790	34.688230640	1425.3	
T	-9.251318140	35.160915050	1585.8	
T	-6.829369190	37.048824160	469.7	
T	-10.581399520	39.780105140	273.6	
T	-3.335344780	37.146433560	953.4	
T	-9.337782290	33.859213480	880.2	
T	-8.882254940	34.988853140	1577.1	
T	-3.635040080	30.679792510	1459.7	
T	-10.669957960	39.330219520	528.1	
T	-7.614394390	35.690631390	1409.7	
T	-2.612001910	30.510662690	1507.5	
T	-4.305935440	34.350638110	1535.8	
T	-3.860476260	33.207198660	1191.7	
T	-9.445624260	34.207377180	2174.4	
T	-7.540755660	39.136051660	125.8	
T	-8.822227200	32.851209380	1540.7	
T	-2.984427760	30.867296910	1368.9	
T	-1.874605080	33.429395230	1173.8	
T	-5.307598780	39.030257970	23.7	
T	-3.583549700	37.299114280	728.3	
T	-4.782951400	38.289468840	1511.5	
T	-4.224483490	32.353160760	1223.0	
T	-3.660025640	32.130955330	1168.8	
T	-5.885572341	35.149669124	843.0	
T	-9.584184880	33.688582930	541.2	
T	-2.804375490	33.195095860	1189.3	
T	-10.524379540	35.397691550	1008.2	
T	-8.905360510	36.831114930	358.0	
T	-6.449111940	38.904865800	20.5	
T	-9.603049050	34.474505730	2214.5	
T	-8.771644970	39.398676860	75.6	
T	-4.699927380	34.721191460	1488.0	
T	-4.747888090	29.705353900	1051.2	
T	-3.645699300	37.684247430	1368.1	
T	-9.031714680	34.792897840	1777.9	
T	-7.031692060	39.274101970	79.9	
T	-4.356548360	34.200367090	1091.1	
T	-3.420534270	32.363609510	1221.8	
T	-10.223557850	35.665640210	859.1	
T	-3.528543560	35.704996410	1446.0	
T	-10.380510220	34.745779390	842.2	
T	-9.166344190	34.471659500	2002.3	
T	-5.908313710	32.958363650	1142.0	
T	-5.220339360	39.071754790	3.4	
T	-7.031538620	39.274187740	79.7	
T	-3.330178710	37.367990660	862.7	
T	-8.679672770	35.862137860	301.8	
T	-3.380735190	37.323495470	800.3	
T	-5.717460160	32.768637910	1140.1	
T	-1.565560590	31.495907600	1196.1	
T	-1.697533020	34.287825760	1310.6	
T	-10.092121680	35.894048030	1010.1	
T	-9.060099740	34.905229590	1743.5	
T	-3.464240320	36.724993570	1198.7	
T	-9.808821910	37.926962830	516.1	
T	-9.473211920	33.669092390	583.0	
T	-8.990162080	34.757516880	1743.6	
T	-5.885572341	35.149669124	843.0	
T	-8.833014370	32.695133780	1439.1	
T	-6.897526630	39.201878770	47.3	
T	-8.862666940	34.879056200	1642.1	
T	-1.717871390	34.271742840	1291.8	
T	-4.669408540	30.293570700	1134.6	
T	-6.121502400	35.839706930	1061.9	
T	-3.685896880	33.965361100	1111.9	
T	-3.232639560	31.850433140	1175.4	
T	-2.108860050	33.040148100	1145.1	
T	-3.783167760	33.383449700	1125.3	
T	-4.857496990	29.648538080	815.2	
T	-5.885572341	35.149669124	843.0	
T	-6.441892520	38.899506470	18.7	
T	-9.515512910	33.914077350	490.3	
T	-10.696854260	39.389839490	524.9	
T	-6.423624470	31.090756580	1130.5	
T	-2.502699890	33.102074950	1194.6	
T	-9.106199250	35.001822010	1771.2	
T	-7.027238900	39.285995090	77.6	
T	-5.174422130	32.359634280	1204.4	
T	-3.256128060	37.208071900	1168.2	
T	-11.150190250	34.694439930	497.6	
T	-3.239219920	33.979032240	1337.0	
T	-5.127392240	34.998556030	1538.4	
T	-2.943101580	30.919172140	1355.6	
T	-3.532322620	37.562433170	729.8	
T	-7.032095320	39.261612620	106.2	
T	-8.178331340	35.154001890	1716.4	
T	-3.307242140	36.657784390	1608.0	
T	-2.907575320	31.197634840	1348.4	
T	-10.474942440	39.769007860	284.7	
T	-7.388613070	31.052918380	1513.2	
T	-3.727317260	35.447495470	1578.9	
T	-1.868162230	33.990568640	1393.0	
T	-4.334172120	30.088607750	1403.3	
T	-10.051044590	38.650692460	277.8	
T	-9.688761050	34.483139620	1772.9	
T	-7.896473590	36.877733780	301.4	
T	-4.764637220	32.970559370	1275.5	
T	-4.752113700	38.366061380	1525.8	
T	-3.333535870	33.793305660	1246.3	
T	-3.356769720	36.979165880	1154.0	
T	-3.222829560	37.153804310	1415.8	
T	-3.157653730	33.754734500	1321.1	
T	-3.010617940	33.370383990	1203.7	
T	-5.885572341	35.149669124	843.0	
T	-3.415456310	37.288851570	775.8	
T	-5.001568230	39.022163740	100.2	
T	-5.041975130	31.734290670	1093.1	
T	-1.527912460	30.859757900	1287.8	
T	-8.569471340	32.045601920	1554.4	
T	-8.781662110	35.806829910	324.0	
T	-11.320531810	36.862398850	735.9	
T	-4.232733930	34.222430380	1101.8	
T	-4.205825120	35.864677430	1321.8	
T	-9.377845960	34.117089670	1719.2	
T	-3.589339580	30.725050370	1466.5	
T	-3.992824400	33.706589780	1085.3	
T	-3.369204870	36.911813080	1226.6	
T	-7.446251250	38.571388670	232.5	
T	-9.237037870	33.565240090	1286.8	
T	-1.518618850	31.182199000	1196.9	
T	-8.453082190	33.007653470	840.7	
T	-2.787159230	31.650202110	1239.8	
T	-7.186493610	39.169925990	62.0	
T	-4.313704680	35.534034730	1564.7	
T	-3.567489030	36.657348250	1095.8	
T	-7.451225110	31.385279500	881.8	
T	-5.885572341	35.149669124	843.0	
T	-10.541034510	35.619264120	1121.0	
T	-5.142955870	38.564230820	325.8	
T	-8.022030100	33.264157960	1330.0	
T	-8.710815570	34.385394210	1080.0	
T	-10.664615250	35.523876470	1044.5	
T	-10.296294350	34.729841400	1079.4	
T	-9.015970330	33.138914920	1722.8	
T	-10.707120300	38.546327550	360.0	
T	-6.269828900	36.098684740	943.0	
T	-1.270563880	30.691377520	1346.4	
T	-8.850538010	34.024724630	1138.5	
T	-5.885572341	35.149669124	843.0	
T	-3.461811390	35.729744880	1323.9	
T	-4.316361190	32.290479660	1209.3	
T	-2.548977780	32.510031110	1146.5	
